APSNR (256)_RRGB
D:\Da phuong tien\NguyenMinhThang_20153519_Phat.mp4
D:\Da phuong tien\NguyenMinhThang_20153519_Thu.mp4
AVG: 31.16261482
36.84964371
32.79147339
26.19989395
25.53354645
25.86035919
26.33781624
27.04407692
25.66641617
27.11164856
26.66170311
30.11788368
29.61501884
25.98701668
28.78502274
29.76406288
26.69695663
30.73803329
28.38807297
26.62751007
32.33722305
36.89959717
28.56448936
27.74343681
27.20184326
27.82833481
30.39359093
31.13856888
29.59008789
28.41415405
33.34790039
27.39669991
28.73777008
26.06240845
34.24974060
25.68942833
33.14469147
29.77716064
31.31852341
26.42129898
27.13538361
26.47926521
27.67912102
27.48277473
30.69295692
26.03784180
26.19163322
37.30475616
33.91215897
26.23714066
29.46305275
26.41173363
25.93858528
26.56830788
26.92951965
34.16274261
26.43042374
28.14472961
27.43087959
27.26345062
27.11270142
26.43155670
26.50351334
27.36063957
26.26549911
30.54794121
32.54825974
26.63859558
26.32179260
27.58969879
30.16825867
28.82122231
30.24987984
30.82024574
29.68727875
28.89103127
37.35203552
28.55923080
27.68395233
26.96692276
31.43366241
30.52551079
32.57680130
30.62021446
32.58692932
30.15037155
38.25651169
35.57929993
27.66256714
28.19721222
29.07995987
33.39599991
32.38629532
27.68143463
27.58320236
27.82776070
30.84273911
30.68220329
31.50889587
27.40492630
28.47318459
26.83592606
27.02735901
31.48584366
32.31943512
27.77719688
29.17991829
27.43453598
28.40898895
30.32045746
33.19639206
26.70304489
30.83288383
31.34664917
28.31937981
29.57376289
28.11087608
35.33271408
30.27515793
28.53228760
28.35178375
28.09045029
30.26795197
29.16956139
31.90039635
29.00957489
37.61284637
33.57012939
30.44102478
26.37801743
31.49392319
26.57069969
30.97774124
31.19293404
28.15671730
26.71882248
30.81775665
30.18813896
27.78286934
29.58802032
26.55029488
33.28910065
26.72874451
29.05501366
28.53355217
26.66259003
30.44169998
26.13663483
27.56438065
27.89487457
26.66611862
28.42923164
33.51351166
26.49334145
27.45144653
27.64674377
36.38693619
31.22033119
27.67408752
30.86644173
26.82834244
35.23838806
29.12297821
28.29162979
27.17372513
27.76474190
29.23878670
27.23733139
28.09005737
29.32555199
28.22645950
28.50815773
26.54441833
28.19182968
28.30103683
31.65383339
26.97973251
34.15946198
33.00702667
26.85678101
35.68140411
27.61173058
28.06556320
30.50700760
30.70140839
28.33617783
29.27280045
29.26003265
28.94350052
31.94780731
26.29793167
27.31401634
28.62636375
28.00210762
28.14230728
27.79283905
34.20223618
25.86452103
36.71314621
32.53520584
26.95573997
33.85102463
29.15219116
26.20653343
27.74497986
26.93489265
29.22074127
29.59182930
29.36540985
27.78271103
33.73530960
24.56421661
26.26282883
30.30046082
30.95052338
26.34930038
26.55097008
26.57212067
25.81805420
26.15591049
26.91215134
27.50895309
27.11803818
24.58537292
24.53998566
27.20220757
28.64656258
25.28498459
26.68222618
31.60593796
26.16109848
27.82142448
25.70745468
33.76931000
26.68920708
27.88730240
26.74414444
25.62757492
30.54516602
25.58057976
29.11817169
28.13453484
37.13713074
24.07325935
27.10597038
26.32550240
26.35251045
26.28983498
26.41016769
28.40868759
27.31883621
29.16544724
25.57601166
25.74563980
29.13179588
28.24749374
28.44270515
28.77088547
31.72039795
30.29403305
29.52363968
28.72682953
28.77720642
27.36814117
27.64036179
38.93438721
36.45890808
28.57922554
28.20244217
26.91999435
28.84339523
27.82531738
26.13556862
31.11106873
36.21732330
26.43485832
27.37987900
29.69966507
27.33509445
37.40599823
26.73130417
30.60180283
30.15935898
26.67868042
28.52418518
26.55845833
27.60391617
30.82082748
33.09832764
26.78544807
27.97779083
29.77330780
30.85325241
26.14619064
29.99569893
29.04538155
